,VAR_NAME,MIN_VALUE,MAX_VALUE,COUNT,EVENT,EVENT_RATE,NONEVENT,NON_EVENT_RATE,DIST_EVENT,DIST_NON_EVENT,WOE,IV
78,state1,IA,IA,72,36.0,0.5,36.0,0.5,0.0029069767441860465,0.00463618802318094,-0.46677886024672094,0.12149404671633489
79,state1,ID,ID,113,78.0,0.6902654867256637,35.0,0.30973451327433627,0.006298449612403101,0.004507405022537025,0.3345819049534572,0.12149404671633489
80,state1,IL,IL,911,421.0,0.4621295279912184,490.0,0.5378704720087816,0.03399547803617571,0.06310367031551835,-0.6185514176690117,0.12149404671633489
81,state1,IN,IN,387,223.0,0.5762273901808785,164.0,0.42377260981912146,0.018007105943152454,0.02112041210560206,-0.15947351661080056,0.12149404671633489
82,state1,KS,KS,95,57.0,0.6,38.0,0.4,0.004602713178294574,0.00489375402446877,-0.06131375213855643,0.12149404671633489
83,state1,KY,KY,207,102.0,0.4927536231884058,105.0,0.5072463768115942,0.008236434108527133,0.013522215067611075,-0.4957663971199731,0.12149404671633489
84,state1,LA,LA,195,101.0,0.517948717948718,94.0,0.48205128205128206,0.008155684754521964,0.01210560206052801,-0.39495312567546526,0.12149404671633489
85,state1,MA,MA,100,54.0,0.54,46.0,0.46,0.00436046511627907,0.00592401802962009,-0.3064362101715415,0.12149404671633489
86,state1,MD,MD,476,276.0,0.5798319327731093,200.0,0.42016806722689076,0.022286821705426358,0.025756600128783,-0.1446953610776075,0.12149404671633489
87,state1,ME,ME,79,37.0,0.46835443037974683,42.0,0.5316455696202531,0.0029877260981912143,0.00540888602704443,-0.5935305658858647,0.12149404671633489
88,state1,MI,MI,559,269.0,0.481216457960644,290.0,0.518783542039356,0.021721576227390182,0.03734707018673535,-0.5419484036254014,0.12149404671633489
89,state1,MN,MN,343,216.0,0.6297376093294461,127.0,0.37026239067055394,0.01744186046511628,0.016355441081777205,0.06431246097885282,0.12149404671633489
90,state1,MO,MO,317,186.0,0.5867507886435331,131.0,0.41324921135646686,0.015019379844961241,0.016870573084352865,-0.1162295097346711,0.12149404671633489
91,state1,MS,MS,106,60.0,0.5660377358490566,46.0,0.4339622641509434,0.0048449612403100775,0.00592401802962009,-0.20107569451371524,0.12149404671633489
92,state1,NC,NC,689,440.0,0.6386066763425254,249.0,0.3613933236574746,0.0355297157622739,0.03206696716033484,0.10254297020087826,0.12149404671633489
93,state1,NE,NE,25,12.0,0.48,13.0,0.52,0.0009689922480620155,0.001674179008370895,-0.5468215679202573,0.12149404671633489
94,state1,NH,NH,85,38.0,0.4470588235294118,47.0,0.5529411764705883,0.0030684754521963825,0.006052801030264005,-0.6793403022303938,0.12149404671633489
95,state1,NJ,NJ,134,73.0,0.5447761194029851,61.0,0.4552238805970149,0.005894702842377261,0.007855763039278815,-0.28719328327164095,0.12149404671633489
96,state1,NM,NM,125,81.0,0.648,44.0,0.352,0.006540697674418605,0.00566645202833226,0.14348066050745675,0.12149404671633489
97,state1,NV,NV,205,132.0,0.6439024390243903,73.0,0.35609756097560974,0.01065891472868217,0.009401159047005796,0.12556362119125863,0.12149404671633489
98,state1,NY,NY,198,89.0,0.4494949494949495,109.0,0.5505050505050505,0.007186692506459948,0.014037347070186735,-0.6694903727437248,0.12149404671633489
99,state1,OH,OH,696,369.0,0.5301724137931034,327.0,0.4698275862068966,0.029796511627906978,0.042112041210560204,-0.345942387103447,0.12149404671633489
100,state1,OK,OK,174,104.0,0.5977011494252874,70.0,0.40229885057471265,0.008397932816537468,0.00901481004507405,-0.07088320315470721,0.12149404671633489
101,state1,OR,OR,89,52.0,0.5842696629213483,37.0,0.4157303370786517,0.004198966408268734,0.004764971023824855,-0.12645305430951792,0.12149404671633489
102,state1,Other,Other,71,37.0,0.5211267605633803,34.0,0.4788732394366197,0.0029877260981912143,0.00437862202189311,-0.38222147221865793,0.12149404671633489
103,state1,PA,PA,581,261.0,0.44922547332185886,320.0,0.5507745266781411,0.021075581395348836,0.0412105602060528,-0.6705794487177998,0.12149404671633489
104,state1,RI,RI,64,28.0,0.4375,36.0,0.5625,0.0022609819121447027,0.00463618802318094,-0.7180932885276271,0.12149404671633489
105,state1,SC,SC,273,161.0,0.5897435897435898,112.0,0.41025641025641024,0.013000645994832041,0.014423696072118481,-0.10387336655735245,0.12149404671633489
106,state1,TN,TN,440,258.0,0.5863636363636363,182.0,0.41363636363636364,0.020833333333333332,0.02343850611719253,-0.1178259624018989,0.12149404671633489
107,state1,TX,TX,1079,682.0,0.6320667284522706,397.0,0.36793327154772937,0.05507105943152455,0.05112685125563426,0.07431451690955088,0.12149404671633489
108,state1,UT,UT,163,116.0,0.7116564417177914,47.0,0.2883435582822086,0.009366925064599484,0.006052801030264005,0.4366637291495853,0.12149404671633489
109,state1,VA,VA,525,274.0,0.5219047619047619,251.0,0.4780952380952381,0.02212532299741602,0.03232453316162267,-0.3791036929904347,0.12149404671633489
110,state1,WA,WA,599,364.0,0.6076794657762938,235.0,0.39232053422370616,0.029392764857881136,0.030264005151320026,-0.02921050675413923,0.12149404671633489
111,state1,WI,WI,299,196.0,0.6555183946488294,103.0,0.34448160535117056,0.01582687338501292,0.013264649066323245,0.17660681075416057,0.12149404671633489
112,state1,WV,WV,47,18.0,0.3829787234042553,29.0,0.6170212765957447,0.0014534883720930232,0.0037347070186735352,-0.9437029323370303,0.12149404671633489
113,STATE,AK,AK,9,3.0,0.3333333333333333,6.0,0.6666666666666666,0.00024224806201550387,0.00077269800386349,-1.1599260408066663,0.12194199561030253
114,STATE,AL,AL,116,56.0,0.4827586206896552,60.0,0.5172413793103449,0.004521963824289405,0.0077269800386349004,-0.5357717317336725,0.12194199561030253
115,STATE,AR,AR,95,50.0,0.5263157894736842,45.0,0.47368421052631576,0.004037467700258398,0.005795235028976175,-0.36141834458889466,0.12194199561030253
